AAPL_ma_startegy,AAPL_bb_strategy,MSFT_ma_startegy,MSFT_bb_strategy,TSLA_ma_startegy,TSLA_bb_strategy,JNJ_ma_startegy,JNJ_bb_strategy,PFE_ma_startegy,PFE_bb_strategy,MRK_ma_startegy,MRK_bb_strategy,JPM_ma_startegy,JPM_bb_strategy,BAC_ma_startegy,BAC_bb_strategy,WFC_ma_startegy,WFC_bb_strategy,XOM_ma_startegy,XOM_bb_strategy,CVX_ma_startegy,CVX_bb_strategy,SLB_ma_startegy,SLB_bb_strategy,PG_ma_startegy,PG_bb_strategy,KO_ma_startegy,KO_bb_strategy,WMT_ma_startegy,WMT_bb_strategy,GC=F_ma_startegy,GC=F_bb_strategy,CL=F_ma_startegy,CL=F_bb_strategy
3.741518984698363,-0.19336056101599258,0.5082590926525908,-0.6542843678862489,-0.7585537448063233,-0.806189761098227,-0.1337429984729864,0.1553860489436447,-0.3272710214938516,0.40054091558846283,0.23205512708528475,-0.10947792800573332,-0.03720474166072827,-0.0932847138959113,0.10242212556071792,0.09367700033277677,-0.1682263401523997,0.0929408190082773,-0.28967377795464117,-0.9316853114135509,-0.38411595107594165,0.5677885372523723,-0.2007026359794714,-0.0392396682542548,0.1895647277637659,0.1984028905965746,0.20902078624978906,-0.1718371135358209,-0.18741867344794372,-0.2512048418912697,-0.031300015268505677,-0.2697256240346014,1.0253681016953682,0.46021346354541226
-0.19336056101599258,4.437588582721894,1.384463792743558,0.8630120897591148,0.5613505855487335,-0.34157926586980214,0.032254518438509384,0.19009148635160145,-0.22364461917137407,-0.8195676999697687,-0.25490154762703215,-0.12913956440428917,0.4954715492073426,-0.2845288976322254,-0.5724588709736699,-0.6268996008432505,-1.6446763829499615,-1.2532183292972932,0.3997882161312252,-0.3248575064691679,-0.21478052413214482,0.3645208003504894,0.21167878071793572,-0.6542904093758786,0.0572201035620949,-0.08188556646941393,0.15486465590924117,-0.02820999332093465,0.16279530547016377,-0.4112211502738739,0.3181460618072695,0.12924618551492972,-0.8023285258820232,-0.41907581346019923
0.5082590926525908,1.384463792743558,6.794200277933862,0.5975481771191075,-0.7196927102289532,-1.2465532477653392,0.024810767838893702,-0.2641451885165926,-0.07974613476255006,0.5184709168395247,0.10680207880814123,-0.3873972567492855,0.13767496581838318,-0.21233158374072456,0.18631486980790063,0.5119444844725983,0.6952259999021878,-0.6754324402685116,0.1025667829762617,0.16117044867711935,-1.142850872028785,-0.4387779756529384,0.9262865779737424,-0.028992829621892348,-1.043012106029649,0.2496019625171364,0.3282295001564329,0.6462963760716045,-0.6272561215602284,-0.018179756487073734,0.17422261521797655,0.2312453731393226,-0.17307141093204867,-0.5680648829241309
-0.6542843678862489,0.8630120897591148,0.5975481771191075,5.956334319976115,0.5599891428202469,1.268711348578561,-0.3195009361853784,0.1474019364475065,0.2692219456287022,-0.6036265417130884,0.8341677033109206,-0.0613037151194117,-0.05779607238219253,-0.5364217919545823,-0.1911435514625258,-0.19528623917945181,-0.002111160855730665,-0.3413765538629341,0.7629923942863732,0.4608716839433786,-0.2615276039252249,0.5927964730985298,0.09614175229871488,0.16263267017014615,0.0693671292488839,-0.23509592808011362,0.0233777483614442,-0.1325763698217012,0.3530042760410502,-0.2594140114549866,0.12339978085915515,-0.07192841540036553,0.02473838950831811,0.9329767160821607
-0.7585537448063233,0.5613505855487335,-0.7196927102289532,0.5599891428202469,17.582097692782373,0.2580882152618796,-0.5285690016627147,-0.412281805048456,0.4504990962974914,-0.20776127346498258,-0.6902059544030825,0.08662982429288883,1.1000764490797474,0.5618711335055,-0.4196769395651652,0.09161287904431233,0.37207117303387577,0.013408604689048004,0.32845518386236905,0.24265927269270246,0.19198455592773636,-0.27652118498690215,1.4669364163198728,-0.47039760906651046,-0.12860123935574416,0.5187830207045037,1.181919848390107,0.34505207001877414,1.2779855142861094,0.5494840673938326,0.3645778175542185,0.07392134249011992,-1.4548094453257325,4.234673089178338
-0.806189761098227,-0.34157926586980214,-1.2465532477653392,1.268711348578561,0.2580882152618796,37.45846263513468,0.19584469097549648,-0.30813588044593426,-0.010244010312279395,-1.0468666568584337,-0.6313444587518117,0.0049686746983334425,-0.770736980286724,1.9302777428240345,-0.4419448865980334,-1.1500933873990449,0.7752897612270591,0.38148051493120005,-0.12211790211358022,1.5796432423992062,-0.34363010446181985,-0.6592102933429,-2.1810216332384345,1.1095544459323774,0.6850685002541375,-0.7821222025288108,0.22445467637061578,0.24073355629727325,0.39821240160199245,0.040913301824568274,-0.5011952061996275,0.28163474992666204,3.0334638434939314,7.922537334066322
-0.1337429984729864,0.032254518438509384,0.024810767838893702,-0.3195009361853784,-0.5285690016627147,0.19584469097549648,0.8651673225226477,0.1767237209884476,-0.1041297718341327,-0.014113731139718137,-0.3792785449063,0.030817181147994095,0.12342618983562503,0.17534253559268712,0.12876342503295682,0.33012810121051495,0.020436523760808265,-0.1576962872321195,-0.09464146640102605,0.04979638851888147,-0.1966213001510456,0.10959218499159042,-0.19222275827320445,-0.27913120983443,-0.07566060767480011,-0.0469035325883192,0.07505218536701586,-0.06675287485905619,-0.026862781567888815,-0.024816630337847027,-0.15391708426471398,0.2013813746041744,0.10229077788209191,-0.3577873578574593
0.1553860489436447,0.19009148635160145,-0.2641451885165926,0.1474019364475065,-0.412281805048456,-0.30813588044593426,0.1767237209884476,2.1106672249477048,0.02858663140018567,0.11531422645969967,-0.017628510923314297,0.2783539618900338,0.4139238537285033,0.30149479264520257,-0.17523446772470513,0.3824481378252391,-0.37113762030457265,0.08531549628333242,0.09565330055784314,-0.42863652661951473,-0.26586571914517015,0.488066645649556,0.13555014934838674,-0.2651765916133651,-0.03477497751291177,0.0075247126586728405,-0.15659462399426233,-0.21043617930873879,0.1721256547463949,-0.3497624216149353,-0.07073085638107533,-0.15949365234588458,0.261333496807918,0.3986901831201751
-0.3272710214938516,-0.22364461917137407,-0.07974613476255006,0.2692219456287022,0.4504990962974914,-0.010244010312279395,-0.1041297718341327,0.02858663140018567,1.4707950771931704,0.012159089350653185,0.24563093868424368,-0.32475080057842315,0.4777456980696793,0.40716527292447324,0.06846179064601553,-0.3139501134296269,0.3998948544627269,-0.30970722548684715,0.16561234095019567,0.20579866062843535,0.3304223774681081,0.05264952984318932,0.16353260913989445,0.1267635247969066,0.12377395587907145,-0.033798829813164455,-0.025270947527255398,0.10626656019414892,0.5211582444415318,-0.03151775692420128,-0.06473998642045413,0.23419105795494297,0.0730515653234306,0.259041535476968
0.40054091558846283,-0.8195676999697687,0.5184709168395247,-0.6036265417130884,-0.20776127346498258,-1.0468666568584337,-0.014113731139718137,0.11531422645969967,0.012159089350653185,3.416829862050302,-0.34871223165090354,0.039776411552665716,0.41983263502864054,0.10942810669559895,-0.019617986790816777,-0.2889320862869735,0.5432751363131438,-0.015385372168043377,-0.13430239576381692,-0.5035059122982716,-0.22764239781962065,0.06779579949242001,-0.18078572461341,0.0007982846578876783,-0.44595961369038745,-0.12542025299400983,0.17715925493146217,0.07993050892517796,-0.10092795010564862,-0.19305413937431812,0.14296017672092665,-0.07954435613261282,0.19170569098156848,-0.5855654109716576
0.23205512708528475,-0.25490154762703215,0.10680207880814123,0.8341677033109206,-0.6902059544030825,-0.6313444587518117,-0.3792785449063,-0.017628510923314297,0.24563093868424368,-0.34871223165090354,2.3848858317346218,0.21705723243704467,-0.7441605163244008,0.12472760238391327,0.43059913432985,0.2741533554588617,0.030594317395885348,0.051576064879106515,0.4766330430470541,0.07928639239190916,-0.07993173181880146,-0.2446213068385018,-0.2543498075788539,0.9167585502562097,0.003928850429178095,0.20534367060118944,-0.17353919528288933,-0.09452661403906053,-0.022948146285594495,0.08253407255866302,0.2098368717363701,-0.28086566532729634,-0.23208344406287057,-0.5333949016497707
-0.10947792800573332,-0.12913956440428917,-0.3873972567492855,-0.0613037151194117,0.08662982429288883,0.0049686746983334425,0.030817181147994095,0.2783539618900338,-0.32475080057842315,0.039776411552665716,0.21705723243704467,3.463844344610202,0.22364379491893097,-0.33621635946945844,0.3705141797235266,0.599629767895929,0.20583138163660733,-0.16279105793501622,-0.1528967179081866,-0.2767224479146571,0.13334869220144624,0.040206294034344406,0.9930953632428989,-0.018240073486053145,-0.14695255430934323,0.22176781835261988,-0.06532764797303892,0.13905793793161203,-0.04845743123409876,0.08916479082082103,-0.33857085315101454,0.057247729978986826,0.2579020932777647,-4.655401942729776
-0.03720474166072827,0.4954715492073426,0.13767496581838318,-0.05779607238219253,1.1000764490797474,-0.770736980286724,0.12342618983562503,0.4139238537285033,0.4777456980696793,0.41983263502864054,-0.7441605163244008,0.22364379491893097,4.297567823406896,0.6310323013731365,-0.34539028779694986,0.0908288315987038,0.10102716524418448,-0.446438953689679,-0.2240812921095483,-0.13728137505745114,0.4533810474562652,0.6181729880832751,0.17848726556161795,-1.1746199587036514,-0.33307068898409353,0.3719235731506769,0.16699369302436906,-0.06902206313978702,0.17142272313011123,0.4144469014340544,-0.02785378329338147,0.10262410440723764,-0.14286493368147749,1.2772096655443481
