,AAPL_MA_PnL,AAPL_BB_PnL,MSFT_MA_PnL,MSFT_BB_PnL,TSLA_MA_PnL,TSLA_BB_PnL,JNJ_MA_PnL,JNJ_BB_PnL,PFE_MA_PnL,PFE_BB_PnL,MRK_MA_PnL,MRK_BB_PnL,JPM_MA_PnL,JPM_BB_PnL,BAC_MA_PnL,BAC_BB_PnL,WFC_MA_PnL,WFC_BB_PnL,XOM_MA_PnL,XOM_BB_PnL,CVX_MA_PnL,CVX_BB_PnL,SLB_MA_PnL,SLB_BB_PnL,PG_MA_PnL,PG_BB_PnL,KO_MA_PnL,KO_BB_PnL,WMT_MA_PnL,WMT_BB_PnL,BTC-USD_MA_PnL,BTC-USD_BB_PnL,GC=F_MA_PnL,GC=F_BB_PnL,CL=F_MA_PnL,CL=F_BB_PnL,LITM_MA_PnL,LITM_BB_PnL
CVX_MA_PnL,-0.018457363587061484,-0.4215078514900608,-0.18245704839046284,0.12676077105943429,0.00815313675525285,-0.9071535724537153,-0.031404136248240115,-0.341449649984145,0.1332784646925531,-0.2276007789269466,-0.03370305426377714,-0.023927631753696044,0.2866032893053578,-0.10800568349108972,-0.29029812328180177,-0.34202296827860057,0.14482673400852544,-0.15883692665905239,0.13430054675762707,0.19786172618335432,2.878709983082942,-0.0628103060521775,-0.16706538365741602,-0.016119213662207404,-0.0787342873033061,-0.06410735767255803,-0.2154036298341004,0.32970198355831054,-0.22775203729919893,-0.7280663797135132,0.20904861859247087,-0.5594944829099137,-0.15707983201839607,-0.16798006331837836,-0.17612850094082683,0.5642505096115324,3.2411078542385017,-4.533014010819763
CVX_BB_PnL,-0.3290668291541624,-0.4841738887032437,0.45126744707265587,0.12094816146949224,1.2194311937879145,-0.04151974735872909,0.0639927481221835,0.11020748657707999,-0.12403062158353811,-0.20657729322533472,-0.1492666445280657,-0.11427128657685243,0.17661251138024003,0.232720644291394,0.3951435184004721,-0.04373771887855219,-0.2940360217071789,0.3634987049828815,0.1407214442088417,-0.05643463144773451,-0.0628103060521775,4.64652492213682,-0.049750460558175016,-0.2631102262441148,-0.1337712042455228,-0.2738717960263885,0.11725902078850524,0.1351138960030313,-0.08186292140659429,0.21538761434444653,-0.1153294036843961,0.14376645934129345,0.05533932427903005,-0.1459539180112379,0.22124533486224807,-0.11609795119966523,4.37231129248931,3.2253419351714703
SLB_MA_PnL,0.2735343001148699,0.25472075422001056,0.015509392548545652,-0.27106433270646835,-0.5820335186317366,-0.4825413790503157,0.13993720329122278,-0.24234375620692394,-0.12481471490398932,0.30648475907384964,-0.057467180928912995,-0.25868910907960835,0.14508475187635456,0.013453187854734094,0.2024849662656765,0.6799572160043104,0.38968555753021905,0.048440518917975774,-0.10417753990470796,-0.14440667922215342,-0.16706538365741602,-0.049750460558175016,4.357221746510463,-0.8690724977470086,-0.10426902461187844,-0.15963415669542644,0.377350633001922,0.14542382063104037,0.7122230442947204,-0.2182186472118311,0.09732181366821965,-0.5703441329464157,-0.09371549864355427,-0.16468883363748638,-0.7008055489285984,-0.42926398666348836,-11.155109753043488,1.5330388618302941
SLB_BB_PnL,0.1578518050401063,0.9854331273375688,-0.5358535517637776,-0.38259088092287225,-0.1014224217827131,0.18531985533616097,0.0571310298795566,0.43152386467197507,0.010139109163104553,0.1871177384730008,0.2627602311998175,0.012550034191317061,0.4187177944700033,-0.21443854916901006,-0.20735594058981852,-0.1586413535373231,0.12277771879100438,-0.4694953216290937,0.09172084566494271,0.026815776492140002,-0.016119213662207404,-0.2631102262441148,-0.8690724977470086,7.490610851821204,-0.05082617229021055,-0.28453167953210695,-0.14203193630175387,0.14567493365756504,-0.03679814296973174,-0.1969227225918847,0.134144462553493,0.8383536377081916,-0.15174029680902362,0.22147228497916563,-0.052011770459970456,-0.051309223463196676,1.918423597855177,5.89277897500036
PG_MA_PnL,0.09838654595204883,0.17462196733827418,-0.24661423275176406,-0.47631633123859446,0.09321339751340676,-0.37151656932079374,-0.014818540600694484,0.08151595409871405,0.06992181765105661,0.14919071291514333,0.029612576067728578,0.03859932143540589,0.08729815152576653,0.0816326826589445,-0.20573275391161458,-0.1953388809002859,-0.06287590491150788,-0.11397593809557342,0.12145595686200213,0.15593786866691753,-0.0787342873033061,-0.1337712042455228,-0.10426902461187844,-0.05082617229021055,1.592815750974969,0.11332825304756074,0.034109300854074924,-0.10547430739102343,0.22434362798943072,0.05421456117231955,-0.12346475768051883,0.7026882279393906,-0.10797382159367623,-0.01386487190443248,0.3051212020755578,-0.4916802275717933,-2.304286269339451,-0.6596831191486399
PG_BB_PnL,-0.5354238197410743,0.47605802369913564,0.3221520868959412,0.42930575278279487,-0.5574842130523738,0.1536108212693385,0.04913013994888277,0.052059351489662356,0.19269777605904337,-0.19769463843835217,0.0459608480478429,0.07752604028172358,0.46821417484400346,0.2683433820582816,0.018420798855211935,-0.3656760710262305,-0.05527692282218837,-0.17304154809862451,0.18811332275539824,0.038668960001873184,-0.06410735767255803,-0.2738717960263885,-0.15963415669542644,-0.28453167953210695,0.11332825304756074,3.289998932607642,-0.3025234632786133,-0.15671719338708207,0.02138043089464683,0.050630337747866704,0.24905785168201974,0.6512442446415212,-0.05499948726261092,-0.18994903563126628,0.6865899919329437,0.5045720473355669,-6.713535971601379,-6.252309936568413
KO_MA_PnL,0.2662146403445053,-0.23508690020387268,-0.020278054882726774,-0.04857536094482664,-0.09778319491173756,-0.30328687346048194,-0.20529415416881147,-0.08565870773543727,0.2181414490417053,-0.06481066007661253,-0.10639444740234202,0.144310712250461,-0.38203232616072785,-0.10136017778435612,-0.11209151940204032,-0.04651411732487652,0.011989221719911989,-0.247931175040238,-0.026661145782193016,0.0492941921146913,-0.2154036298341004,0.11725902078850524,0.377350633001922,-0.14203193630175387,0.034109300854074924,-0.3025234632786133,2.266985744627944,0.09013328598274317,0.2593212710495611,0.501834354393392,0.07789290126379529,0.24253429813765945,-0.2300923585861838,-0.1465459195302322,-0.04916425336528664,-0.08997165263036007,-2.8149326726248716,-2.930640149986122
KO_BB_PnL,-0.25807991703221494,-0.03892812867249554,0.3279710996632053,-0.5014991396744198,1.4307005852664454,-0.8881665344979548,-0.06117724194644328,0.17210911888397878,0.09035629042896813,-0.10873122267191963,0.027821247336225284,0.25284345278268766,-0.13590090559691614,0.4794472669133562,-0.2661766593605063,0.07110724326930595,0.09562882358640205,0.14661137166747487,-0.11695053729339308,-0.03810471388148868,0.32970198355831054,0.1351138960030313,0.14542382063104037,0.14567493365756504,-0.10547430739102343,-0.15671719338708207,0.09013328598274317,4.318735186518981,-0.1334249398442959,-0.01876112488638053,0.19971004220762406,-1.467188878486911,-0.0643042417347966,-0.11564056577621323,-0.18900971728905705,-0.37323133346679543,0.5861191045845777,-5.567960729663101
WMT_MA_PnL,0.6642740717457482,0.035594009543750055,0.4346809071341605,0.5227272322888245,-0.9701184264213888,-0.6748792487336304,0.1411190745414206,-0.033790801263083016,0.10271750495588601,0.36003249274771204,0.4473647630615389,-0.11700591352605509,0.21837413555474094,-0.05449131835385033,-0.372954474803022,0.029567676481241704,0.07314320335082328,0.4748769055061715,0.03859790051530579,0.04974431439587347,-0.22775203729919893,-0.08186292140659429,0.7122230442947204,-0.03679814296973174,0.22434362798943072,0.02138043089464683,0.2593212710495611,-0.1334249398442959,3.185790706060224,-0.5534950457093466,-0.43573516600325446,-1.0085559088836247,-0.03698582196082516,0.20970838205860898,-0.4221531318526096,-0.799448680767687,-10.598424915036519,1.5823127431371569
WMT_BB_PnL,-0.25492233852156426,-0.2618671000573777,-0.2383965499486119,-1.3343153939787984,3.2040101130957206,1.012061812442101,-0.015509517965406443,-0.5191498953019013,0.03776607608781285,0.0545828025175903,0.4293902719547328,0.11113923310037921,-0.7036437170917954,0.027733995740487398,0.8793377029140085,0.5262375863529211,-0.4978543995435791,0.3012708362720532,0.11290812309726682,0.16164821694387166,-0.7280663797135132,0.21538761434444653,-0.2182186472118311,-0.1969227225918847,0.05421456117231955,0.050630337747866704,0.501834354393392,-0.01876112488638053,-0.5534950457093466,9.415076251362475,-1.7118543942617037,-0.31288949812967753,0.3579065288441916,0.44357622586504464,0.8140229734470803,-1.6725273473499158,55.689498340380105,4.8005405190634995
BTC-USD_MA_PnL,-0.4089009706417233,-2.437086607686871,-1.2105577668927097,0.4079661464608222,0.7839020593609238,2.864334765865883,-0.012556921121608316,2.367399361354109,0.876191370147947,-0.3829065311393007,0.6038833693987214,-0.6290772051444874,0.4344081206378556,-0.07536914916203227,-0.7509122789683549,-0.7314221981566958,0.24731128919707573,-2.3903438550984193,0.0940521588696199,0.10899881560499594,0.20904861859247087,-0.1153294036843961,0.09732181366821965,0.134144462553493,-0.12346475768051883,0.24905785168201974,0.07789290126379529,0.19971004220762406,-0.43573516600325446,-1.7118543942617037,7.774218012847776,0.16051379329592969,0.010259306872392267,-0.3032331932513047,-0.01581479122970853,0.7568857614332786,7.662654787114259,-14.793520908204004
BTC-USD_BB_PnL,-1.1008208421086558,3.5312809026641743,-0.38798413718607533,-0.8975245365646695,2.4832098337488095,-2.3284206907723086,0.21317813237457162,1.444769160908686,1.1125274849587024,0.0683235602635217,0.26435037865689454,-0.1637505667113921,-0.7251887439127421,-0.29432161959196984,0.2137424718696788,1.93478939270387,0.4873740044937737,0.9210468943916366,0.5623464196144145,-0.8906424169268303,-0.5594944829099137,0.14376645934129345,-0.5703441329464157,0.8383536377081916,0.7026882279393906,0.6512442446415212,0.24253429813765945,-1.467188878486911,-1.0085559088836247,-0.31288949812967753,0.16051379329592969,36.96014380915462,0.506183074432799,-0.9554642488221646,-0.12012463170802216,1.8712070808654242,-9.150903344606569,16.26243490487808
GC=F_MA_PnL,-0.02258262178577371,-0.8452227795489708,0.04637442880404823,-0.02855597182753836,-0.4300892568449186,0.33888680447134584,0.14909223631454702,0.05123453280661214,0.17241018399381047,-0.2282636590457367,-0.03777705756575841,0.1680009883324795,0.22197238832287186,0.15255806913279568,0.39935766901774616,0.016033023165403587,0.02086447980505748,-0.09576009294020342,-0.07852528252117041,-0.0872379173354124,-0.15707983201839607,0.05533932427903005,-0.09371549864355427,-0.15174029680902362,-0.10797382159367623,-0.05499948726261092,-0.2300923585861838,-0.0643042417347966,-0.03698582196082516,0.3579065288441916,0.010259306872392267,0.506183074432799,0.9523686264826828,0.06979726511583147,0.17456825499095255,-0.19202586735719696,0.07648376517269397,1.5697124653190992
GC=F_BB_PnL,0.023312903111031267,-0.06100046576704479,0.1884476381355808,-0.18278683939928647,0.33938909895323494,-0.48404812495552557,0.03910149339975543,-0.16387230594944363,-0.14585618250574975,-0.1610829206485792,0.18127954379821598,0.2553921057851508,0.11231633573273596,-0.11203651829394551,0.2737868258247913,-0.15276929396214137,-0.03365925033239969,-0.15897331097890222,-0.18756422692013106,0.0014739872870982518,-0.16798006331837836,-0.1459539180112379,-0.16468883363748638,0.22147228497916563,-0.01386487190443248,-0.18994903563126628,-0.1465459195302322,-0.11564056577621323,0.20970838205860898,0.44357622586504464,-0.3032331932513047,-0.9554642488221646,0.06979726511583147,1.9637004418164505,-0.17169547979920918,0.6748962273769358,0.3079195050545511,-0.4988244267708184
