Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,46.0288614885489,46.59044103024698,45.8416700711618,46.528045654296875,5771300,0.0,0.0
2010-01-05 00:00:00-05:00,46.44482605324392,46.88161465046742,46.26456929805861,46.65975570678711,7365300,0.0,0.0
2010-01-06 00:00:00-05:00,46.569627514463775,47.796789073411446,46.47256454578866,47.69972610473633,9950000,0.0,0.0
2010-01-07 00:00:00-05:00,47.48480682641936,48.39997593832873,47.29068084655014,48.191986083984375,7691900,0.0,0.0
2010-01-08 00:00:00-05:00,47.97010255238035,49.91830122706362,47.90076734682704,48.98233413696289,13487200,0.0,0.0
2010-01-11 00:00:00-05:00,49.4329865253917,49.613243249136396,48.09489851702934,48.98233413696289,10301600,0.0,0.0
2010-01-12 00:00:00-05:00,47.97703848146958,49.02393781372266,47.69971877900864,48.24742889404297,9407300,0.0,0.0
2010-01-13 00:00:00-05:00,48.33064064522371,49.28047727264628,47.29761020107274,49.12101364135742,8803900,0.0,0.0
2010-01-14 00:00:00-05:00,48.607961393389765,49.80045536293306,48.607961393389765,49.42606735229492,7211800,0.0,0.0
2010-01-15 00:00:00-05:00,49.37754535758892,49.89752792405125,48.62876919239447,49.107154846191406,12585500,0.0,0.0
2010-01-19 00:00:00-05:00,48.441553631429976,49.39831917221769,48.21276014682849,49.17646026611328,7363000,0.0,0.0
2010-01-20 00:00:00-05:00,48.37222682798035,48.63568796129793,47.13120682764496,47.90077590942383,10724500,0.0,0.0
2010-01-21 00:00:00-05:00,47.85223847310298,48.17809491456363,46.81227380777776,47.359989166259766,11573600,0.0,0.0
2010-01-22 00:00:00-05:00,46.72215028322869,47.40852555240877,45.00967411052262,45.23153305053711,14339800,0.0,0.0
2010-01-25 00:00:00-05:00,45.54353424562466,46.16057970421166,44.71849367737526,45.62672805786133,9890500,0.0,0.0
2010-01-26 00:00:00-05:00,45.238470026748715,46.97174474041724,44.90567895432911,45.58512496948242,9105700,0.0,0.0
